mine_id,grid_x,grid_y,latitude,longitude,B02_Blue,B03_Green,B04_Red,B08_NIR,B11_SWIR1,B12_SWIR2,NDVI,NDWI,NDBI,iron_oxide_index,clay_mineral_index,ferrous_index,exploration_potential_score,potential_class,spectral_zone_type,is_synthetic
MOIL-BL-03,300.0,-500.0,21.808008,80.188513,0.0408,0.085,0.0378,0.6882,0.1282,0.0759,0.8959,-0.7801,-0.686,0.926,1.689,2.436,46.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,300.0,-400.0,21.808907,80.188513,0.1375,0.1271,0.2312,0.2656,0.2866,0.3075,0.0693,-0.3528,0.038,1.681,0.932,1.629,69.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,300.0,-300.0,21.809805,80.188513,0.0942,0.168,0.1724,0.2525,0.3305,0.2907,0.1887,-0.2011,0.1338,1.83,1.137,2.283,71.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,300.0,-200.0,21.810703,80.188513,0.0269,0.0644,0.0389,0.553,0.1735,0.0509,0.8686,-0.7914,-0.5224,1.444,3.406,1.97,81.7,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-BL-03,300.0,-100.0,21.811602,80.188513,0.0712,0.1063,0.2044,0.1437,0.3134,0.2695,-0.1742,-0.1495,0.3712,2.87,1.163,2.701,91.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,0.0,21.8125,80.188513,0.0538,0.1049,0.2087,0.1542,0.3091,0.1828,-0.1502,-0.1904,0.3344,3.882,1.691,2.507,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,100.0,21.813398,80.188513,0.0513,0.1006,0.2175,0.2313,0.246,0.2819,0.0308,-0.3939,0.0306,4.242,0.872,1.526,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,200.0,21.814297,80.188513,0.0729,0.1034,0.2115,0.1888,0.2696,0.1823,-0.0566,-0.2924,0.1762,2.901,1.479,1.917,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,300.0,21.815195,80.188513,0.0409,0.0921,0.1537,0.1896,0.2584,0.2873,0.1045,-0.346,0.1536,3.755,0.899,1.962,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,400.0,21.816093,80.188513,0.0452,0.0822,0.1643,0.1409,0.3335,0.2392,-0.0769,-0.2628,0.4061,3.636,1.394,2.868,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,500.0,21.816992,80.188513,0.0599,0.1009,0.1441,0.2261,0.3611,0.271,0.2215,-0.3829,0.2298,2.406,1.333,2.297,95.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,600.0,21.81789,80.188513,0.0537,0.0681,0.1675,0.166,0.2473,0.2107,-0.0046,-0.418,0.1968,3.122,1.174,1.897,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,700.0,21.818788,80.188513,0.0588,0.0656,0.2144,0.2056,0.2591,0.2693,-0.021,-0.516,0.1151,3.649,0.962,1.566,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,800.0,21.819686,80.188513,0.0771,0.0731,0.1343,0.1722,0.3565,0.1993,0.1237,-0.4039,0.3485,1.742,1.789,2.614,90.6,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,900.0,21.820585,80.188513,0.0712,0.0958,0.1851,0.1833,0.2913,0.1894,-0.0049,-0.3135,0.2276,2.601,1.538,2.107,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,1000.0,21.821483,80.188513,0.0543,0.0901,0.2098,0.2233,0.2445,0.1953,0.0311,-0.4251,0.0453,3.865,1.252,1.524,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,1100.0,21.822381,80.188513,0.0739,0.107,0.1256,0.2101,0.2912,0.2201,0.2518,-0.3253,0.1617,1.698,1.323,2.238,73.8,Medium Potential Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,300.0,1200.0,21.82328,80.188513,0.0443,0.0692,0.0582,0.6217,0.1717,0.0922,0.8288,-0.7996,-0.5671,1.314,1.863,1.466,58.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-1200.0,21.80172,80.189483,0.0802,0.153,0.2019,0.2271,0.3489,0.3109,0.0587,-0.1949,0.2114,2.516,1.122,2.294,76.2,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,400.0,-1100.0,21.802619,80.189483,0.0355,0.1003,0.0369,0.5735,0.1348,0.0867,0.8792,-0.7024,-0.6194,1.038,1.555,2.954,41.5,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-1000.0,21.803517,80.189483,0.0237,0.0553,0.0367,0.6083,0.139,0.0693,0.8863,-0.8334,-0.6281,1.55,2.006,1.736,54.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-900.0,21.804415,80.189483,0.0275,0.0778,0.0672,0.6727,0.1455,0.0918,0.8185,-0.7926,-0.6443,2.446,1.585,1.375,60.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-800.0,21.805314,80.189483,0.047,0.0883,0.0525,0.6899,0.1254,0.094,0.8587,-0.773,-0.6923,1.116,1.335,1.866,40.9,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-700.0,21.806212,80.189483,0.0473,0.1172,0.0368,0.526,0.1473,0.057,0.8692,-0.6355,-0.5623,0.778,2.583,3.465,55.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-600.0,21.80711,80.189483,0.0354,0.0901,0.0565,0.467,0.1822,0.114,0.7841,-0.6765,-0.4386,1.597,1.599,1.985,53.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-500.0,21.808008,80.189483,0.0232,0.056,0.0413,0.6532,0.1461,0.107,0.8811,-0.842,-0.6344,1.779,1.365,1.581,50.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-400.0,21.808907,80.189483,0.0337,0.0711,0.0539,0.6688,0.1265,0.1167,0.8508,-0.8079,-0.682,1.599,1.083,1.507,45.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-300.0,21.809805,80.189483,0.0319,0.0854,0.0454,0.5614,0.1796,0.0542,0.8503,-0.7359,-0.5153,1.422,3.312,2.2,77.6,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,-200.0,21.810703,80.189483,0.0936,0.1445,0.1897,0.2922,0.3163,0.2268,0.2128,-0.3384,0.0395,2.026,1.394,1.844,75.9,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,400.0,-100.0,21.811602,80.189483,0.0807,0.1223,0.2287,0.2897,0.4194,0.2224,0.1177,-0.4064,0.1829,2.835,1.886,1.982,96.4,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,400.0,0.0,21.8125,80.189483,0.0409,0.0948,0.0443,0.5517,0.2046,0.0999,0.8515,-0.7067,-0.459,1.083,2.047,2.513,58.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,400.0,100.0,21.813398,80.189483,0.0668,0.0615,0.1384,0.2363,0.3036,0.266,0.2611,-0.5867,0.1248,2.072,1.142,1.73,74.9,Medium Potential Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,200.0,21.814297,80.189483,0.0556,0.0982,0.1319,0.1442,0.3053,0.2451,0.0445,-0.1897,0.3583,2.374,1.246,2.861,88.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,300.0,21.815195,80.189483,0.0529,0.0958,0.1696,0.2328,0.2519,0.1873,0.1572,-0.417,0.0393,3.203,1.345,1.647,97.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,400.0,21.816093,80.189483,0.0762,0.0935,0.1871,0.1428,0.3713,0.2649,-0.1345,-0.2087,0.4446,2.455,1.402,3.1,96.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,500.0,21.816992,80.189483,0.0706,0.1056,0.1778,0.1795,0.3073,0.2655,0.0046,-0.2591,0.2626,2.52,1.157,2.306,95.7,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,600.0,21.81789,80.189483,0.0707,0.0905,0.1418,0.2219,0.3306,0.2043,0.2202,-0.4207,0.1968,2.004,1.618,2.128,92.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,700.0,21.818788,80.189483,0.0592,0.1099,0.1528,0.1517,0.243,0.2003,-0.0039,-0.1598,0.2315,2.581,1.213,2.321,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,800.0,21.819686,80.189483,0.0475,0.1029,0.1356,0.2263,0.2521,0.2797,0.2505,-0.3748,0.0541,2.856,0.901,1.873,90.5,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,900.0,21.820585,80.189483,0.0503,0.0906,0.136,0.179,0.252,0.2437,0.1366,-0.328,0.1694,2.706,1.034,2.074,91.6,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,1000.0,21.821483,80.189483,0.0538,0.1026,0.1382,0.168,0.2648,0.242,0.0974,-0.2416,0.2237,2.567,1.094,2.319,89.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,1100.0,21.822381,80.189483,0.0445,0.0695,0.1878,0.1474,0.344,0.1915,-0.1205,-0.3595,0.4,4.224,1.797,2.703,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,400.0,1200.0,21.82328,80.189483,0.0634,0.1099,0.1374,0.1661,0.3658,0.2489,0.0946,-0.2037,0.3754,2.166,1.47,3.002,87.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,-1200.0,21.80172,80.190454,0.0369,0.0707,0.0642,0.6512,0.1842,0.1152,0.8205,-0.8042,-0.5589,1.741,1.599,1.384,51.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-1100.0,21.802619,80.190454,0.0354,0.1183,0.0382,0.4883,0.1362,0.1193,0.8548,-0.61,-0.5638,1.082,1.142,3.373,36.0,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-1000.0,21.803517,80.190454,0.0292,0.0674,0.0323,0.4856,0.2108,0.1023,0.8754,-0.7562,-0.3946,1.106,2.06,2.524,49.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-900.0,21.804415,80.190454,0.0327,0.0921,0.0493,0.688,0.2191,0.1153,0.8661,-0.7639,-0.5168,1.509,1.901,2.185,52.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-800.0,21.805314,80.190454,0.0219,0.0932,0.0339,0.4875,0.1391,0.0754,0.87,-0.6789,-0.5559,1.55,1.844,3.037,52.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-700.0,21.806212,80.190454,0.03,0.0817,0.0319,0.6173,0.1857,0.057,0.9018,-0.7664,-0.5375,1.063,3.26,2.861,67.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-600.0,21.80711,80.190454,0.0394,0.0843,0.0521,0.5858,0.1254,0.1015,0.8366,-0.7485,-0.6474,1.322,1.236,1.831,42.5,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-500.0,21.808008,80.190454,0.0252,0.0977,0.0578,0.5076,0.1996,0.082,0.7956,-0.6773,-0.4355,2.295,2.436,2.083,73.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,-400.0,21.808907,80.190454,0.1195,0.1558,0.1736,0.3072,0.3996,0.3203,0.2778,-0.327,0.1307,1.454,1.247,2.198,62.1,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,500.0,-300.0,21.809805,80.190454,0.1295,0.1707,0.2397,0.3158,0.3336,0.2438,0.1369,-0.2982,0.0275,1.851,1.368,1.769,73.4,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,500.0,-200.0,21.810703,80.190454,0.1097,0.1683,0.2178,0.2988,0.3332,0.2496,0.1567,-0.2793,0.0545,1.986,1.335,1.888,74.6,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,500.0,-100.0,21.811602,80.190454,0.1176,0.1677,0.2311,0.2676,0.4099,0.2443,0.0732,-0.2295,0.21,1.966,1.678,2.257,82.9,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,500.0,0.0,21.8125,80.190454,0.0264,0.0632,0.0681,0.6708,0.1212,0.0688,0.8156,-0.8279,-0.694,2.58,1.761,1.108,69.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,500.0,100.0,21.813398,80.190454,0.0888,0.1618,0.2053,0.2654,0.3065,0.2533,0.1276,-0.2424,0.0719,2.312,1.21,1.943,80.3,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,500.0,200.0,21.814297,80.190454,0.1271,0.1794,0.1747,0.2542,0.3192,0.2253,0.1852,-0.1725,0.1135,1.374,1.417,2.283,72.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,500.0,300.0,21.815195,80.190454,0.0488,0.1051,0.2043,0.1568,0.2913,0.2142,-0.1316,-0.1974,0.3002,4.189,1.36,2.372,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,400.0,21.816093,80.190454,0.0459,0.0911,0.1757,0.1827,0.3598,0.2482,0.0194,-0.3345,0.3264,3.828,1.45,2.488,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,500.0,21.816992,80.190454,0.0504,0.0787,0.135,0.1991,0.3221,0.2757,0.1919,-0.4336,0.2359,2.68,1.168,2.2,88.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,600.0,21.81789,80.190454,0.0742,0.1018,0.1749,0.2052,0.3486,0.1901,0.0797,-0.3366,0.2589,2.356,1.834,2.281,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,700.0,21.818788,80.190454,0.052,0.0685,0.1711,0.2238,0.2723,0.2604,0.1332,-0.5315,0.0978,3.29,1.046,1.617,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,800.0,21.819686,80.190454,0.0562,0.1052,0.1827,0.2377,0.2744,0.2816,0.1308,-0.3865,0.0717,3.249,0.974,1.73,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,900.0,21.820585,80.190454,0.0543,0.0911,0.1375,0.216,0.377,0.2666,0.2222,-0.4067,0.2715,2.532,1.414,2.408,97.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,1000.0,21.821483,80.190454,0.0646,0.0824,0.1545,0.1819,0.286,0.2716,0.0814,-0.3764,0.2224,2.391,1.053,2.105,91.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,1100.0,21.822381,80.190454,0.0757,0.1075,0.1618,0.1946,0.3208,0.2516,0.092,-0.2884,0.2448,2.137,1.275,2.312,89.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,500.0,1200.0,21.82328,80.190454,0.0401,0.1021,0.1468,0.1872,0.3578,0.2897,0.121,-0.294,0.313,3.661,1.235,2.607,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,-1200.0,21.80172,80.191425,0.0207,0.0758,0.0399,0.7103,0.1464,0.116,0.8937,-0.8071,-0.6582,1.923,1.262,2.107,45.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,-1100.0,21.802619,80.191425,0.0452,0.0569,0.0301,0.6643,0.2043,0.1174,0.9134,-0.8423,-0.5296,0.666,1.741,2.198,38.0,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,-1000.0,21.803517,80.191425,0.124,0.1511,0.1863,0.2806,0.3567,0.2551,0.2021,-0.2999,0.1194,1.502,1.399,2.083,64.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,-900.0,21.804415,80.191425,0.1092,0.1484,0.1842,0.2464,0.4136,0.3235,0.1445,-0.248,0.2534,1.687,1.279,2.485,66.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,-800.0,21.805314,80.191425,0.0264,0.0633,0.0624,0.4999,0.1704,0.0655,0.7781,-0.7754,-0.4916,2.36,2.601,1.355,75.1,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,-700.0,21.806212,80.191425,0.1312,0.1735,0.2397,0.3144,0.374,0.2718,0.1347,-0.2888,0.0866,1.827,1.376,1.913,70.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,-600.0,21.80711,80.191425,0.1165,0.1326,0.228,0.2749,0.3827,0.3008,0.0932,-0.3491,0.1639,1.957,1.272,1.974,71.9,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,-500.0,21.808008,80.191425,0.1255,0.1706,0.2195,0.2977,0.3304,0.3332,0.1511,-0.2714,0.0521,1.749,0.991,1.887,64.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,-400.0,21.808907,80.191425,0.0469,0.11,0.035,0.7109,0.2196,0.0924,0.9062,-0.7319,-0.5279,0.746,2.376,3.456,51.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,-300.0,21.809805,80.191425,0.048,0.0514,0.0672,0.6194,0.2028,0.0879,0.8043,-0.8467,-0.5066,1.4,2.309,1.092,61.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,-200.0,21.810703,80.191425,0.0469,0.0855,0.0489,0.6142,0.1719,0.0812,0.8526,-0.7556,-0.5627,1.041,2.115,2.03,53.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,-100.0,21.811602,80.191425,0.1038,0.1369,0.192,0.2793,0.3652,0.2486,0.1852,-0.3421,0.1333,1.849,1.469,2.021,73.6,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,0.0,21.8125,80.191425,0.1247,0.1517,0.1954,0.233,0.3381,0.3182,0.0878,-0.2112,0.184,1.567,1.062,2.228,68.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,100.0,21.813398,80.191425,0.0227,0.0733,0.0692,0.597,0.1486,0.1139,0.7923,-0.7814,-0.6013,3.044,1.305,1.308,68.3,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,200.0,21.814297,80.191425,0.1238,0.1288,0.1725,0.2761,0.3136,0.2259,0.2309,-0.3637,0.0635,1.394,1.388,1.882,68.6,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,600.0,300.0,21.815195,80.191425,0.0217,0.1002,0.0433,0.702,0.2186,0.0735,0.8838,-0.7502,-0.5251,1.998,2.975,2.625,80.9,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,400.0,21.816093,80.191425,0.0432,0.0586,0.0584,0.6947,0.1379,0.1087,0.845,-0.8443,-0.6688,1.352,1.268,1.203,50.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,600.0,500.0,21.816992,80.191425,0.0446,0.0884,0.1539,0.1872,0.2821,0.2087,0.0974,-0.3584,0.2023,3.45,1.352,2.081,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,600.0,21.81789,80.191425,0.0697,0.0712,0.1608,0.1675,0.2734,0.249,0.0201,-0.4036,0.2403,2.307,1.098,2.075,86.7,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,700.0,21.818788,80.191425,0.0418,0.0994,0.1746,0.2228,0.2698,0.258,0.1213,-0.3829,0.0954,4.176,1.046,1.78,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,800.0,21.819686,80.191425,0.0568,0.0638,0.1952,0.2162,0.2779,0.2808,0.051,-0.5441,0.1249,3.436,0.99,1.612,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,900.0,21.820585,80.191425,0.0706,0.0753,0.1439,0.184,0.281,0.2039,0.1223,-0.419,0.2086,2.04,1.378,2.051,91.3,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,1000.0,21.821483,80.191425,0.056,0.0613,0.1601,0.1622,0.277,0.1891,0.0063,-0.4515,0.2615,2.862,1.465,2.091,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,1100.0,21.822381,80.191425,0.0636,0.0836,0.1951,0.2387,0.2567,0.21,0.1006,-0.4812,0.0364,3.069,1.223,1.504,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,600.0,1200.0,21.82328,80.191425,0.0673,0.0719,0.123,0.151,0.3007,0.2274,0.1021,-0.355,0.3315,1.828,1.322,2.576,88.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,700.0,-1200.0,21.80172,80.192396,0.034,0.0975,0.0497,0.5229,0.1305,0.1101,0.8264,-0.6858,-0.6004,1.462,1.185,2.211,40.9,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-1100.0,21.802619,80.192396,0.0858,0.1328,0.1602,0.2272,0.3689,0.2492,0.1729,-0.2621,0.2378,1.867,1.48,2.453,69.7,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,-1000.0,21.803517,80.192396,0.1301,0.1664,0.1994,0.2813,0.292,0.3114,0.1704,-0.2567,0.0187,1.532,0.938,1.873,58.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,-900.0,21.804415,80.192396,0.0371,0.0966,0.05,0.5909,0.17,0.0848,0.8439,-0.719,-0.5532,1.347,2.005,2.219,51.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-800.0,21.805314,80.192396,0.0328,0.0502,0.0545,0.7072,0.1457,0.1071,0.8569,-0.8674,-0.6584,1.66,1.36,1.127,45.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-700.0,21.806212,80.192396,0.0393,0.1124,0.0608,0.6888,0.121,0.0631,0.8377,-0.7195,-0.7013,1.549,1.916,2.022,53.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-600.0,21.80711,80.192396,0.0454,0.1087,0.0374,0.4884,0.2035,0.0879,0.8577,-0.6359,-0.4118,0.823,2.315,3.322,51.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-500.0,21.808008,80.192396,0.0443,0.0648,0.0355,0.6819,0.1312,0.0562,0.9011,-0.8264,-0.6773,0.801,2.335,2.02,50.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-400.0,21.808907,80.192396,0.099,0.1345,0.2193,0.3173,0.3079,0.3138,0.1826,-0.4047,-0.015,2.215,0.981,1.583,67.9,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,-300.0,21.809805,80.192396,0.0871,0.1509,0.24,0.3149,0.2957,0.2488,0.1351,-0.3521,-0.0315,2.754,1.189,1.568,79.0,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,-200.0,21.810703,80.192396,0.0245,0.102,0.03,0.6206,0.1695,0.083,0.9076,-0.7177,-0.571,1.225,2.042,3.668,51.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,-100.0,21.811602,80.192396,0.0224,0.0764,0.0478,0.4835,0.1286,0.0626,0.8199,-0.727,-0.5799,2.134,2.055,1.863,65.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,0.0,21.8125,80.192396,0.138,0.1485,0.2008,0.2907,0.3758,0.2803,0.1829,-0.3237,0.1277,1.456,1.341,2.032,66.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,100.0,21.813398,80.192396,0.0999,0.1235,0.232,0.2969,0.3673,0.2675,0.1228,-0.4126,0.1059,2.323,1.373,1.769,79.7,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,200.0,21.814297,80.192396,0.0346,0.0692,0.0419,0.6861,0.1835,0.0501,0.8848,-0.8168,-0.578,1.214,3.663,1.917,79.3,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,300.0,21.815195,80.192396,0.1004,0.1624,0.216,0.2664,0.4131,0.3247,0.1044,-0.2426,0.2159,2.152,1.272,2.302,78.5,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-BL-03,700.0,400.0,21.816093,80.192396,0.0304,0.0802,0.0468,0.5689,0.2089,0.0674,0.8481,-0.753,-0.4628,1.536,3.098,2.082,77.6,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,500.0,21.816992,80.192396,0.0354,0.0674,0.0511,0.5028,0.1308,0.1087,0.8155,-0.7635,-0.5871,1.442,1.204,1.58,50.3,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-BL-03,700.0,600.0,21.81789,80.192396,0.068,0.0702,0.2142,0.1424,0.2867,0.1824,-0.2013,-0.3394,0.3361,3.152,1.572,2.34,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,700.0,700.0,21.818788,80.192396,0.0457,0.069,0.201,0.2393,0.3614,0.2499,0.0869,-0.5524,0.2033,4.4,1.446,1.854,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,700.0,800.0,21.819686,80.192396,0.0689,0.0861,0.1623,0.2092,0.3762,0.1832,0.1264,-0.4167,0.2853,2.354,2.054,2.329,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,700.0,900.0,21.820585,80.192396,0.0526,0.0765,0.1614,0.2027,0.3119,0.1821,0.1133,-0.452,0.2123,3.071,1.713,2.013,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-BL-03,700.0,1000.0,21.821483,80.192396,0.0565,0.091,0.1705,0.2272,0.2958,0.1814,0.1426,-0.4282,0.1312,3.019,1.631,1.836,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
