block_id,mine_id,x,y,z_elevation,depth_below_surface,latitude,longitude,block_volume_m3,rock_density_tpm3,total_tonnage,predicted_mn_grade,contained_mn_tonnes,confidence_score,resource_classification,geological_category,stripping_ratio,est_extraction_cost_inr,is_synthetic
BLK-02-X01Y02-B4,MOIL-GM-02,-800.0,-600.0,250.0,60.0,21.38581,78.973733,150000.0,3.45,517500.0,30.86,159700.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.56,1120.2,True
BLK-02-X01Y03-B1,MOIL-GM-02,-800.0,-400.0,295.0,15.0,21.387607,78.973733,150000.0,3.45,517500.0,28.66,148315.5,0.76,122 (Indicated Resource),Medium Grade Gondite,1.59,649.05,True
BLK-02-X01Y03-B2,MOIL-GM-02,-800.0,-400.0,280.0,30.0,21.387607,78.973733,150000.0,3.45,517500.0,22.01,113901.8,0.76,122 (Indicated Resource),Medium Grade Gondite,3.74,873.3,True
BLK-02-X01Y03-B3,MOIL-GM-02,-800.0,-400.0,265.0,45.0,21.387607,78.973733,150000.0,3.45,517500.0,30.06,155560.5,0.76,122 (Indicated Resource),Medium Grade Gondite,2.95,965.25,True
BLK-02-X01Y03-B4,MOIL-GM-02,-800.0,-400.0,250.0,60.0,21.387607,78.973733,150000.0,3.45,517500.0,29.97,155094.7,0.76,122 (Indicated Resource),Medium Grade Gondite,4.72,1172.4,True
BLK-02-X01Y04-B1,MOIL-GM-02,-800.0,-200.0,295.0,15.0,21.389403,78.973733,150000.0,2.85,427500.0,10.63,45443.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.09,671.55,True
BLK-02-X01Y04-B2,MOIL-GM-02,-800.0,-200.0,280.0,30.0,21.389403,78.973733,150000.0,3.45,517500.0,32.64,168912.0,0.76,122 (Indicated Resource),Medium Grade Gondite,2.49,817.05,True
BLK-02-X01Y04-B3,MOIL-GM-02,-800.0,-200.0,265.0,45.0,21.389403,78.973733,150000.0,3.45,517500.0,26.78,138586.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.41,985.95,True
BLK-02-X01Y04-B4,MOIL-GM-02,-800.0,-200.0,250.0,60.0,21.389403,78.973733,150000.0,3.45,517500.0,31.25,161718.8,0.76,122 (Indicated Resource),Medium Grade Gondite,5.33,1199.85,True
BLK-02-X01Y05-B1,MOIL-GM-02,-800.0,0.0,295.0,15.0,21.3912,78.973733,150000.0,2.85,427500.0,15.9,67972.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.85,705.75,True
BLK-02-X01Y05-B2,MOIL-GM-02,-800.0,0.0,280.0,30.0,21.3912,78.973733,150000.0,3.45,517500.0,33.84,175122.0,0.76,122 (Indicated Resource),Medium Grade Gondite,3.39,857.55,True
BLK-02-X01Y05-B3,MOIL-GM-02,-800.0,0.0,265.0,45.0,21.3912,78.973733,150000.0,3.45,517500.0,31.01,160476.8,0.76,122 (Indicated Resource),Medium Grade Gondite,4.72,1044.9,True
BLK-02-X01Y05-B4,MOIL-GM-02,-800.0,0.0,250.0,60.0,21.3912,78.973733,150000.0,2.85,427500.0,4.1,17527.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.77,1174.65,True
BLK-02-X01Y06-B1,MOIL-GM-02,-800.0,200.0,295.0,15.0,21.392997,78.973733,150000.0,2.85,427500.0,14.35,61346.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.09,716.55,True
BLK-02-X01Y06-B2,MOIL-GM-02,-800.0,200.0,280.0,30.0,21.392997,78.973733,150000.0,2.85,427500.0,16.37,69981.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.68,870.6,True
BLK-02-X01Y06-B3,MOIL-GM-02,-800.0,200.0,265.0,45.0,21.392997,78.973733,150000.0,3.45,517500.0,33.35,172586.2,0.76,122 (Indicated Resource),Medium Grade Gondite,3.82,1004.4,True
BLK-02-X01Y06-B4,MOIL-GM-02,-800.0,200.0,250.0,60.0,21.392997,78.973733,150000.0,2.85,427500.0,4.1,17527.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.52,1118.4,True
BLK-02-X01Y07-B1,MOIL-GM-02,-800.0,400.0,295.0,15.0,21.394793,78.973733,150000.0,2.85,427500.0,11.62,49675.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.12,672.9,True
BLK-02-X01Y07-B2,MOIL-GM-02,-800.0,400.0,280.0,30.0,21.394793,78.973733,150000.0,2.85,427500.0,10.32,44118.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.8,831.0,True
BLK-02-X01Y07-B3,MOIL-GM-02,-800.0,400.0,265.0,45.0,21.394793,78.973733,150000.0,2.85,427500.0,16.85,72033.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.47,988.65,True
BLK-02-X01Y07-B4,MOIL-GM-02,-800.0,400.0,250.0,60.0,21.394793,78.973733,150000.0,2.85,427500.0,15.99,68357.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,5.31,1198.95,True
BLK-02-X01Y08-B1,MOIL-GM-02,-800.0,600.0,295.0,15.0,21.39659,78.973733,150000.0,2.85,427500.0,10.99,46982.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.14,673.8,True
BLK-02-X01Y08-B2,MOIL-GM-02,-800.0,600.0,280.0,30.0,21.39659,78.973733,150000.0,2.85,427500.0,14.65,62628.7,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.42,858.9,True
BLK-02-X01Y08-B3,MOIL-GM-02,-800.0,600.0,265.0,45.0,21.39659,78.973733,150000.0,2.85,427500.0,8.6,36765.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.96,965.7,True
BLK-02-X01Y08-B4,MOIL-GM-02,-800.0,600.0,250.0,60.0,21.39659,78.973733,150000.0,2.85,427500.0,7.71,32960.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.76,1129.2,True
BLK-02-X01Y09-B1,MOIL-GM-02,-800.0,800.0,295.0,15.0,21.398386,78.973733,150000.0,2.85,427500.0,8.13,34755.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.77,657.15,True
BLK-02-X01Y09-B2,MOIL-GM-02,-800.0,800.0,280.0,30.0,21.398386,78.973733,150000.0,2.85,427500.0,12.93,55275.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.91,880.95,True
BLK-02-X01Y09-B3,MOIL-GM-02,-800.0,800.0,265.0,45.0,21.398386,78.973733,150000.0,2.85,427500.0,13.6,58140.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.6,1039.5,True
BLK-02-X01Y09-B4,MOIL-GM-02,-800.0,800.0,250.0,60.0,21.398386,78.973733,150000.0,2.85,427500.0,14.98,64039.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.96,1183.2,True
BLK-02-X01Y10-B1,MOIL-GM-02,-800.0,1000.0,295.0,15.0,21.400183,78.973733,150000.0,2.85,427500.0,9.8,41895.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.9,663.0,True
BLK-02-X01Y10-B2,MOIL-GM-02,-800.0,1000.0,280.0,30.0,21.400183,78.973733,150000.0,2.85,427500.0,15.85,67758.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.81,876.45,True
BLK-02-X01Y10-B3,MOIL-GM-02,-800.0,1000.0,265.0,45.0,21.400183,78.973733,150000.0,2.85,427500.0,10.33,44160.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.77,957.15,True
BLK-02-X01Y10-B4,MOIL-GM-02,-800.0,1000.0,250.0,60.0,21.400183,78.973733,150000.0,2.85,427500.0,15.1,64552.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.07,1143.15,True
BLK-02-X02Y00-B1,MOIL-GM-02,-600.0,-1000.0,295.0,15.0,21.382217,78.975675,150000.0,3.95,592500.0,32.82,194458.5,0.88,111 (Measured Resource),High Grade Braunite,1.27,634.65,True
BLK-02-X02Y00-B2,MOIL-GM-02,-600.0,-1000.0,280.0,30.0,21.382217,78.975675,150000.0,3.95,592500.0,36.42,215788.5,0.88,111 (Measured Resource),High Grade Braunite,3.37,856.65,True
BLK-02-X02Y00-B3,MOIL-GM-02,-600.0,-1000.0,265.0,45.0,21.382217,78.975675,150000.0,3.95,592500.0,40.12,237711.0,0.88,111 (Measured Resource),High Grade Braunite,4.58,1038.6,True
BLK-02-X02Y00-B4,MOIL-GM-02,-600.0,-1000.0,250.0,60.0,21.382217,78.975675,150000.0,3.95,592500.0,36.88,218514.0,0.88,111 (Measured Resource),High Grade Braunite,4.08,1143.6,True
BLK-02-X02Y01-B1,MOIL-GM-02,-600.0,-800.0,295.0,15.0,21.384014,78.975675,150000.0,3.95,592500.0,45.02,266743.5,0.88,111 (Measured Resource),High Grade Braunite,1.86,661.2,True
BLK-02-X02Y01-B2,MOIL-GM-02,-600.0,-800.0,280.0,30.0,21.384014,78.975675,150000.0,3.95,592500.0,35.52,210456.0,0.88,111 (Measured Resource),High Grade Braunite,2.33,809.85,True
BLK-02-X02Y01-B3,MOIL-GM-02,-600.0,-800.0,265.0,45.0,21.384014,78.975675,150000.0,3.95,592500.0,40.13,237770.3,0.88,111 (Measured Resource),High Grade Braunite,2.94,964.8,True
BLK-02-X02Y01-B4,MOIL-GM-02,-600.0,-800.0,250.0,60.0,21.384014,78.975675,150000.0,3.95,592500.0,29.3,173602.5,0.88,111 (Measured Resource),High Grade Braunite,4.81,1176.45,True
BLK-02-X02Y02-B1,MOIL-GM-02,-600.0,-600.0,295.0,15.0,21.38581,78.975675,150000.0,3.45,517500.0,27.65,143088.7,0.76,122 (Indicated Resource),Medium Grade Gondite,1.54,646.8,True
BLK-02-X02Y02-B2,MOIL-GM-02,-600.0,-600.0,280.0,30.0,21.38581,78.975675,150000.0,3.95,592500.0,30.87,182904.8,0.88,111 (Measured Resource),High Grade Braunite,3.02,840.9,True
BLK-02-X02Y02-B3,MOIL-GM-02,-600.0,-600.0,265.0,45.0,21.38581,78.975675,150000.0,3.95,592500.0,38.5,228112.5,0.88,111 (Measured Resource),High Grade Braunite,4.25,1023.75,True
BLK-02-X02Y02-B4,MOIL-GM-02,-600.0,-600.0,250.0,60.0,21.38581,78.975675,150000.0,3.95,592500.0,40.85,242036.3,0.88,111 (Measured Resource),High Grade Braunite,3.8,1131.0,True
BLK-02-X02Y03-B1,MOIL-GM-02,-600.0,-400.0,295.0,15.0,21.387607,78.975675,150000.0,3.45,517500.0,33.3,172327.5,0.76,122 (Indicated Resource),Medium Grade Gondite,2.49,689.55,True
BLK-02-X02Y03-B2,MOIL-GM-02,-600.0,-400.0,280.0,30.0,21.387607,78.975675,150000.0,3.95,592500.0,34.91,206841.7,0.88,111 (Measured Resource),High Grade Braunite,3.48,861.6,True
BLK-02-X02Y03-B3,MOIL-GM-02,-600.0,-400.0,265.0,45.0,21.387607,78.975675,150000.0,3.95,592500.0,37.96,224913.0,0.88,111 (Measured Resource),High Grade Braunite,4.31,1026.45,True
BLK-02-X02Y03-B4,MOIL-GM-02,-600.0,-400.0,250.0,60.0,21.387607,78.975675,150000.0,3.45,517500.0,26.77,138534.8,0.76,122 (Indicated Resource),Medium Grade Gondite,4.27,1152.15,True
BLK-02-X02Y04-B1,MOIL-GM-02,-600.0,-200.0,295.0,15.0,21.389403,78.975675,150000.0,3.45,517500.0,29.89,154680.8,0.76,122 (Indicated Resource),Medium Grade Gondite,1.44,642.3,True
BLK-02-X02Y04-B2,MOIL-GM-02,-600.0,-200.0,280.0,30.0,21.389403,78.975675,150000.0,3.45,517500.0,30.83,159545.2,0.76,122 (Indicated Resource),Medium Grade Gondite,2.09,799.05,True
BLK-02-X02Y04-B3,MOIL-GM-02,-600.0,-200.0,265.0,45.0,21.389403,78.975675,150000.0,3.95,592500.0,37.77,223787.3,0.88,111 (Measured Resource),High Grade Braunite,2.95,965.25,True
BLK-02-X02Y04-B4,MOIL-GM-02,-600.0,-200.0,250.0,60.0,21.389403,78.975675,150000.0,3.45,517500.0,33.66,174190.5,0.76,122 (Indicated Resource),Medium Grade Gondite,5.24,1195.8,True
BLK-02-X02Y05-B1,MOIL-GM-02,-600.0,0.0,295.0,15.0,21.3912,78.975675,150000.0,3.45,517500.0,29.52,152766.0,0.76,122 (Indicated Resource),Medium Grade Gondite,2.89,707.55,True
BLK-02-X02Y05-B2,MOIL-GM-02,-600.0,0.0,280.0,30.0,21.3912,78.975675,150000.0,3.45,517500.0,32.65,168963.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.52,818.4,True
BLK-02-X02Y05-B3,MOIL-GM-02,-600.0,0.0,265.0,45.0,21.3912,78.975675,150000.0,3.45,517500.0,32.19,166583.2,0.76,122 (Indicated Resource),Medium Grade Gondite,3.14,973.8,True
BLK-02-X02Y05-B4,MOIL-GM-02,-600.0,0.0,250.0,60.0,21.3912,78.975675,150000.0,3.45,517500.0,26.96,139518.0,0.76,122 (Indicated Resource),Medium Grade Gondite,4.62,1167.9,True
BLK-02-X02Y06-B1,MOIL-GM-02,-600.0,200.0,295.0,15.0,21.392997,78.975675,150000.0,2.85,427500.0,13.99,59807.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.31,636.45,True
BLK-02-X02Y06-B2,MOIL-GM-02,-600.0,200.0,280.0,30.0,21.392997,78.975675,150000.0,3.45,517500.0,25.49,131910.7,0.76,122 (Indicated Resource),Medium Grade Gondite,3.22,849.9,True
BLK-02-X02Y06-B3,MOIL-GM-02,-600.0,200.0,265.0,45.0,21.392997,78.975675,150000.0,3.45,517500.0,26.29,136050.7,0.76,122 (Indicated Resource),Medium Grade Gondite,4.3,1026.0,True
BLK-02-X02Y06-B4,MOIL-GM-02,-600.0,200.0,250.0,60.0,21.392997,78.975675,150000.0,3.45,517500.0,29.82,154318.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.97,1138.65,True
BLK-02-X02Y07-B1,MOIL-GM-02,-600.0,400.0,295.0,15.0,21.394793,78.975675,150000.0,2.85,427500.0,6.04,25821.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.51,690.45,True
BLK-02-X02Y07-B2,MOIL-GM-02,-600.0,400.0,280.0,30.0,21.394793,78.975675,150000.0,3.45,517500.0,27.41,141846.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.34,810.3,True
BLK-02-X02Y07-B3,MOIL-GM-02,-600.0,400.0,265.0,45.0,21.394793,78.975675,150000.0,3.45,517500.0,25.92,134136.0,0.76,122 (Indicated Resource),Medium Grade Gondite,3.36,983.7,True
BLK-02-X02Y07-B4,MOIL-GM-02,-600.0,400.0,250.0,60.0,21.394793,78.975675,150000.0,2.85,427500.0,5.51,23555.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.59,1166.55,True
BLK-02-X02Y08-B1,MOIL-GM-02,-600.0,600.0,295.0,15.0,21.39659,78.975675,150000.0,2.85,427500.0,14.69,62799.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.4,685.5,True
BLK-02-X02Y08-B2,MOIL-GM-02,-600.0,600.0,280.0,30.0,21.39659,78.975675,150000.0,2.85,427500.0,15.57,66561.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.26,806.7,True
BLK-02-X02Y08-B3,MOIL-GM-02,-600.0,600.0,265.0,45.0,21.39659,78.975675,150000.0,2.85,427500.0,10.1,43177.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.97,1011.15,True
BLK-02-X02Y08-B4,MOIL-GM-02,-600.0,600.0,250.0,60.0,21.39659,78.975675,150000.0,2.85,427500.0,13.46,57541.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.89,1180.05,True
BLK-02-X02Y09-B1,MOIL-GM-02,-600.0,800.0,295.0,15.0,21.398386,78.975675,150000.0,2.85,427500.0,14.21,60747.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.55,692.25,True
BLK-02-X02Y09-B2,MOIL-GM-02,-600.0,800.0,280.0,30.0,21.398386,78.975675,150000.0,2.85,427500.0,5.32,22743.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.39,857.55,True
BLK-02-X02Y09-B3,MOIL-GM-02,-600.0,800.0,265.0,45.0,21.398386,78.975675,150000.0,2.85,427500.0,14.15,60491.3,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.74,1045.8,True
BLK-02-X02Y09-B4,MOIL-GM-02,-600.0,800.0,250.0,60.0,21.398386,78.975675,150000.0,2.85,427500.0,13.71,58610.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.87,1179.15,True
BLK-02-X02Y10-B1,MOIL-GM-02,-600.0,1000.0,295.0,15.0,21.400183,78.975675,150000.0,2.85,427500.0,11.21,47922.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.99,712.05,True
BLK-02-X02Y10-B2,MOIL-GM-02,-600.0,1000.0,280.0,30.0,21.400183,78.975675,150000.0,2.85,427500.0,17.96,76779.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.56,865.2,True
BLK-02-X02Y10-B3,MOIL-GM-02,-600.0,1000.0,265.0,45.0,21.400183,78.975675,150000.0,2.85,427500.0,12.58,53779.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.91,963.45,True
BLK-02-X02Y10-B4,MOIL-GM-02,-600.0,1000.0,250.0,60.0,21.400183,78.975675,150000.0,2.85,427500.0,14.17,60576.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.92,1181.4,True
BLK-02-X03Y00-B1,MOIL-GM-02,-400.0,-1000.0,295.0,15.0,21.382217,78.977617,150000.0,3.95,592500.0,33.25,197006.2,0.88,111 (Measured Resource),High Grade Braunite,2.8,703.5,True
BLK-02-X03Y00-B2,MOIL-GM-02,-400.0,-1000.0,280.0,30.0,21.382217,78.977617,150000.0,3.95,592500.0,37.17,220232.3,0.88,111 (Measured Resource),High Grade Braunite,2.59,821.55,True
BLK-02-X03Y00-B3,MOIL-GM-02,-400.0,-1000.0,265.0,45.0,21.382217,78.977617,150000.0,3.95,592500.0,33.83,200442.8,0.88,111 (Measured Resource),High Grade Braunite,4.27,1024.65,True
BLK-02-X03Y00-B4,MOIL-GM-02,-400.0,-1000.0,250.0,60.0,21.382217,78.977617,150000.0,3.95,592500.0,38.38,227401.5,0.88,111 (Measured Resource),High Grade Braunite,4.09,1144.05,True
BLK-02-X03Y01-B1,MOIL-GM-02,-400.0,-800.0,295.0,15.0,21.384014,78.977617,150000.0,3.95,592500.0,33.13,196295.3,0.88,111 (Measured Resource),High Grade Braunite,1.27,634.65,True
BLK-02-X03Y01-B2,MOIL-GM-02,-400.0,-800.0,280.0,30.0,21.384014,78.977617,150000.0,3.95,592500.0,33.83,200442.8,0.88,111 (Measured Resource),High Grade Braunite,3.32,854.4,True
BLK-02-X03Y01-B3,MOIL-GM-02,-400.0,-800.0,265.0,45.0,21.384014,78.977617,150000.0,3.95,592500.0,37.02,219343.5,0.88,111 (Measured Resource),High Grade Braunite,4.6,1039.5,True
BLK-02-X03Y01-B4,MOIL-GM-02,-400.0,-800.0,250.0,60.0,21.384014,78.977617,150000.0,3.95,592500.0,34.72,205716.0,0.88,111 (Measured Resource),High Grade Braunite,5.3,1198.5,True
BLK-02-X03Y02-B1,MOIL-GM-02,-400.0,-600.0,295.0,15.0,21.38581,78.977617,150000.0,3.95,592500.0,39.32,232971.0,0.88,111 (Measured Resource),High Grade Braunite,2.82,704.4,True
BLK-02-X03Y02-B2,MOIL-GM-02,-400.0,-600.0,280.0,30.0,21.38581,78.977617,150000.0,3.95,592500.0,35.76,211878.0,0.88,111 (Measured Resource),High Grade Braunite,2.67,825.15,True
BLK-02-X03Y02-B3,MOIL-GM-02,-400.0,-600.0,265.0,45.0,21.38581,78.977617,150000.0,3.95,592500.0,34.18,202516.5,0.88,111 (Measured Resource),High Grade Braunite,4.32,1026.9,True
BLK-02-X03Y02-B4,MOIL-GM-02,-400.0,-600.0,250.0,60.0,21.38581,78.977617,150000.0,3.95,592500.0,40.95,242628.8,0.88,111 (Measured Resource),High Grade Braunite,4.7,1171.5,True
BLK-02-X03Y03-B1,MOIL-GM-02,-400.0,-400.0,295.0,15.0,21.387607,78.977617,150000.0,3.95,592500.0,33.89,200798.2,0.88,111 (Measured Resource),High Grade Braunite,3.2,721.5,True
BLK-02-X03Y03-B2,MOIL-GM-02,-400.0,-400.0,280.0,30.0,21.387607,78.977617,150000.0,3.95,592500.0,35.88,212589.0,0.88,111 (Measured Resource),High Grade Braunite,3.45,860.25,True
BLK-02-X03Y03-B3,MOIL-GM-02,-400.0,-400.0,265.0,45.0,21.387607,78.977617,150000.0,3.95,592500.0,38.11,225801.8,0.88,111 (Measured Resource),High Grade Braunite,4.41,1030.95,True
BLK-02-X03Y03-B4,MOIL-GM-02,-400.0,-400.0,250.0,60.0,21.387607,78.977617,150000.0,3.95,592500.0,33.22,196828.5,0.88,111 (Measured Resource),High Grade Braunite,4.37,1156.65,True
BLK-02-X03Y04-B1,MOIL-GM-02,-400.0,-200.0,295.0,15.0,21.389403,78.977617,150000.0,3.45,517500.0,24.03,124355.2,0.76,122 (Indicated Resource),Medium Grade Gondite,2.24,678.3,True
BLK-02-X03Y04-B2,MOIL-GM-02,-400.0,-200.0,280.0,30.0,21.389403,78.977617,150000.0,3.95,592500.0,32.92,195051.0,0.88,111 (Measured Resource),High Grade Braunite,3.33,854.85,True
BLK-02-X03Y04-B3,MOIL-GM-02,-400.0,-200.0,265.0,45.0,21.389403,78.977617,150000.0,3.95,592500.0,42.08,249324.0,0.88,111 (Measured Resource),High Grade Braunite,2.88,962.1,True
BLK-02-X03Y04-B4,MOIL-GM-02,-400.0,-200.0,250.0,60.0,21.389403,78.977617,150000.0,3.95,592500.0,36.11,213951.8,0.88,111 (Measured Resource),High Grade Braunite,5.25,1196.25,True
BLK-02-X03Y05-B1,MOIL-GM-02,-400.0,0.0,295.0,15.0,21.3912,78.977617,150000.0,3.45,517500.0,33.27,172172.3,0.76,122 (Indicated Resource),Medium Grade Gondite,2.49,689.55,True
BLK-02-X03Y05-B2,MOIL-GM-02,-400.0,0.0,280.0,30.0,21.3912,78.977617,150000.0,3.95,592500.0,35.39,209685.8,0.88,111 (Measured Resource),High Grade Braunite,2.82,831.9,True
BLK-02-X03Y05-B3,MOIL-GM-02,-400.0,0.0,265.0,45.0,21.3912,78.977617,150000.0,3.95,592500.0,36.84,218277.0,0.88,111 (Measured Resource),High Grade Braunite,3.4,985.5,True
BLK-02-X03Y05-B4,MOIL-GM-02,-400.0,0.0,250.0,60.0,21.3912,78.977617,150000.0,3.45,517500.0,29.03,150230.2,0.76,122 (Indicated Resource),Medium Grade Gondite,4.1,1144.5,True
BLK-02-X03Y06-B1,MOIL-GM-02,-400.0,200.0,295.0,15.0,21.392997,78.977617,150000.0,3.45,517500.0,29.65,153438.8,0.76,122 (Indicated Resource),Medium Grade Gondite,1.98,666.6,True
BLK-02-X03Y06-B2,MOIL-GM-02,-400.0,200.0,280.0,30.0,21.392997,78.977617,150000.0,3.45,517500.0,32.33,167307.8,0.76,122 (Indicated Resource),Medium Grade Gondite,3.27,852.15,True
BLK-02-X03Y06-B3,MOIL-GM-02,-400.0,200.0,265.0,45.0,21.392997,78.977617,150000.0,3.95,592500.0,34.39,203760.8,0.88,111 (Measured Resource),High Grade Braunite,4.44,1032.3,True
BLK-02-X03Y06-B4,MOIL-GM-02,-400.0,200.0,250.0,60.0,21.392997,78.977617,150000.0,3.45,517500.0,26.64,137862.0,0.76,122 (Indicated Resource),Medium Grade Gondite,4.57,1165.65,True
BLK-02-X03Y07-B1,MOIL-GM-02,-400.0,400.0,295.0,15.0,21.394793,78.977617,150000.0,3.45,517500.0,29.79,154163.2,0.76,122 (Indicated Resource),Medium Grade Gondite,1.95,665.25,True
BLK-02-X03Y07-B2,MOIL-GM-02,-400.0,400.0,280.0,30.0,21.394793,78.977617,150000.0,3.45,517500.0,25.53,132117.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.95,837.75,True
BLK-02-X03Y07-B3,MOIL-GM-02,-400.0,400.0,265.0,45.0,21.394793,78.977617,150000.0,3.45,517500.0,24.58,127201.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.32,981.9,True
BLK-02-X03Y07-B4,MOIL-GM-02,-400.0,400.0,250.0,60.0,21.394793,78.977617,150000.0,3.45,517500.0,22.74,117679.5,0.76,122 (Indicated Resource),Medium Grade Gondite,4.11,1144.95,True
BLK-02-X03Y08-B1,MOIL-GM-02,-400.0,600.0,295.0,15.0,21.39659,78.977617,150000.0,2.85,427500.0,8.49,36294.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.17,720.15,True
BLK-02-X03Y08-B2,MOIL-GM-02,-400.0,600.0,280.0,30.0,21.39659,78.977617,150000.0,3.45,517500.0,29.08,150489.0,0.76,122 (Indicated Resource),Medium Grade Gondite,3.57,865.65,True
BLK-02-X03Y08-B3,MOIL-GM-02,-400.0,600.0,265.0,45.0,21.39659,78.977617,150000.0,3.45,517500.0,22.54,116644.5,0.76,122 (Indicated Resource),Medium Grade Gondite,2.96,965.7,True
BLK-02-X03Y08-B4,MOIL-GM-02,-400.0,600.0,250.0,60.0,21.39659,78.977617,150000.0,2.85,427500.0,15.4,65835.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.75,1173.75,True
BLK-02-X03Y09-B1,MOIL-GM-02,-400.0,800.0,295.0,15.0,21.398386,78.977617,150000.0,2.85,427500.0,6.67,28514.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.06,670.2,True
BLK-02-X03Y09-B2,MOIL-GM-02,-400.0,800.0,280.0,30.0,21.398386,78.977617,150000.0,3.45,517500.0,28.46,147280.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.69,871.05,True
BLK-02-X03Y09-B3,MOIL-GM-02,-400.0,800.0,265.0,45.0,21.398386,78.977617,150000.0,3.45,517500.0,22.72,117576.0,0.76,122 (Indicated Resource),Medium Grade Gondite,3.94,1009.8,True
BLK-02-X03Y09-B4,MOIL-GM-02,-400.0,800.0,250.0,60.0,21.398386,78.977617,150000.0,2.85,427500.0,14.04,60021.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,5.46,1205.7,True
BLK-02-X03Y10-B1,MOIL-GM-02,-400.0,1000.0,295.0,15.0,21.400183,78.977617,150000.0,2.85,427500.0,15.3,65407.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.8,658.5,True
BLK-02-X03Y10-B2,MOIL-GM-02,-400.0,1000.0,280.0,30.0,21.400183,78.977617,150000.0,2.85,427500.0,13.93,59550.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.53,863.85,True
BLK-02-X03Y10-B3,MOIL-GM-02,-400.0,1000.0,265.0,45.0,21.400183,78.977617,150000.0,2.85,427500.0,14.22,60790.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.39,1030.05,True
BLK-02-X03Y10-B4,MOIL-GM-02,-400.0,1000.0,250.0,60.0,21.400183,78.977617,150000.0,2.85,427500.0,16.65,71178.7,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.7,1126.5,True
BLK-02-X04Y00-B1,MOIL-GM-02,-200.0,-1000.0,295.0,15.0,21.382217,78.979558,150000.0,3.45,517500.0,23.26,120370.5,0.76,122 (Indicated Resource),Medium Grade Gondite,2.84,705.3,True
