hole_id,mine_id,x,y,latitude,longitude,collar_elevation,depth_from,depth_to,sample_depth,sample_elevation,thickness,lithology,mn_grade,fe_grade,sio2,p_content,density,core_recovery_pct,sat_iron_oxide,sat_clay_index,is_synthetic
DH-02-156,MOIL-GM-02,-407.73,-426.49,21.387369,78.977541,322.89,102.2,126.4,114.3,208.59,24.2,Quartz-Muscovite Schist,5.72,7.03,62.83,0.1475,2.85,92.3,2.055,2.6,True
DH-02-156,MOIL-GM-02,-407.73,-426.49,21.387369,78.977541,322.89,126.4,144.7,135.55,187.34,18.3,Quartz-Muscovite Schist,6.06,9.5,62.99,0.1319,2.99,85.2,2.369,2.6,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,0.0,1.5,0.75,343.07,1.5,Phyllite & Weathered Overburden,3.13,7.25,50.17,0.1366,2.59,91.6,2.409,2.47,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,1.5,27.4,14.45,329.37,25.9,Phyllite & Weathered Overburden,2.13,7.34,49.23,0.1148,2.42,93.6,2.456,2.165,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,27.4,42.8,35.1,308.72,15.4,Gondite (Manganiferous Quartzite),22.36,10.6,46.24,0.2035,3.73,92.9,2.637,2.253,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,42.8,56.5,49.65,294.17,13.7,Gondite (Manganiferous Quartzite),28.41,11.18,29.88,0.3022,3.71,92.0,2.582,1.731,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,56.5,71.2,63.85,279.97,14.7,Banded Hematite-Manganese Quartzite,25.45,8.19,34.13,0.1807,3.59,99.0,2.221,1.807,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,71.2,101.1,86.15,257.67,29.9,Gondite (Manganiferous Quartzite),21.96,13.46,44.49,0.2587,3.71,95.9,3.071,2.266,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,101.1,133.4,117.25,226.57,32.3,Calc-Silicate Granulite,5.91,6.4,55.64,0.1187,2.77,93.7,1.953,2.6,True
DH-02-157,MOIL-GM-02,974.28,962.31,21.399845,78.990959,343.82,133.4,149.2,141.3,202.52,15.8,Quartz-Muscovite Schist,5.3,5.23,69.68,0.1146,2.89,85.4,1.849,2.6,True
DH-02-158,MOIL-GM-02,-540.84,553.53,21.396172,78.976249,336.63,0.0,17.9,8.95,327.68,17.9,Phyllite & Weathered Overburden,2.02,6.72,61.21,0.0509,2.76,94.2,1.944,2.587,True
DH-02-158,MOIL-GM-02,-540.84,553.53,21.396172,78.976249,336.63,17.9,57.2,37.55,299.08,39.3,Quartz-Muscovite Schist,3.48,5.0,60.47,0.1741,2.75,99.0,1.873,2.584,True
DH-02-158,MOIL-GM-02,-540.84,553.53,21.396172,78.976249,336.63,57.2,75.8,66.5,270.13,18.6,Calc-Silicate Granulite,6.29,3.5,67.57,0.0816,2.94,99.0,1.669,2.6,True
DH-02-158,MOIL-GM-02,-540.84,553.53,21.396172,78.976249,336.63,75.8,113.5,94.65,241.98,37.7,Quartz-Muscovite Schist,3.44,6.1,53.65,0.1777,2.69,98.2,1.937,2.6,True
DH-02-158,MOIL-GM-02,-540.84,553.53,21.396172,78.976249,336.63,113.5,128.6,121.05,215.58,15.1,Quartz-Muscovite Schist,8.45,3.81,62.21,0.0873,3.03,92.3,1.793,2.565,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,0.0,2.3,1.15,313.58,2.3,Phyllite & Weathered Overburden,8.0,8.37,63.01,0.056,2.6,84.5,2.011,2.6,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,2.3,13.2,7.75,306.98,10.9,Phyllite & Weathered Overburden,2.31,10.26,46.82,0.1122,2.41,83.4,2.426,2.276,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,13.2,47.7,30.45,284.28,34.5,Gondite (Manganiferous Quartzite),22.18,13.8,31.55,0.2705,3.22,82.9,2.941,1.8,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,47.7,50.3,49.0,265.73,2.6,Banded Hematite-Manganese Quartzite,20.42,15.48,47.47,0.2679,3.34,99.0,3.253,2.126,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,50.3,54.9,52.6,262.13,4.6,Banded Hematite-Manganese Quartzite,29.55,10.16,40.36,0.2813,3.29,77.4,2.466,2.022,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,54.9,72.6,63.75,250.98,17.7,Banded Hematite-Manganese Quartzite,24.26,10.54,33.3,0.2539,3.55,92.1,2.569,1.828,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,72.6,89.2,80.9,233.83,16.6,Quartz-Muscovite Schist,5.46,7.95,64.78,0.0755,2.92,98.8,2.364,2.6,True
DH-02-159,MOIL-GM-02,930.76,465.02,21.395377,78.990537,314.73,89.2,91.0,90.1,224.63,1.8,Quartz-Muscovite Schist,7.02,9.63,63.09,0.1355,2.68,99.0,2.327,2.6,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,0.0,15.7,7.85,299.96,15.7,Phyllite & Weathered Overburden,2.39,11.68,47.96,0.1167,2.6,97.9,2.693,2.278,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,15.7,33.5,24.6,283.21,17.8,Banded Hematite-Manganese Quartzite,19.58,10.91,30.87,0.2213,3.73,90.2,2.705,1.8,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,33.5,38.5,36.0,271.81,5.0,High-Grade Braunite Ore,43.72,6.86,20.42,0.1067,3.78,92.0,2.097,1.592,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,38.5,45.0,41.75,266.06,6.5,High-Grade Braunite Ore,33.84,7.63,19.52,0.1049,4.06,94.1,2.046,1.499,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,45.0,54.6,49.8,258.01,9.6,High-Grade Braunite Ore,40.45,6.2,11.3,0.141,3.76,89.0,1.999,1.386,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,54.6,69.4,62.0,245.81,14.8,High-Grade Braunite Ore,35.57,7.43,13.37,0.2056,3.9,88.5,2.408,1.068,True
DH-02-160,MOIL-GM-02,-429.02,-344.68,21.388104,78.977335,307.81,69.4,78.0,73.7,234.11,8.6,High-Grade Braunite Ore,35.47,7.5,16.16,0.1711,3.74,98.4,2.265,1.305,True
DH-02-161,MOIL-GM-02,-833.07,-1041.2,21.381847,78.973412,305.8,0.0,34.5,17.25,288.55,34.5,Gondite (Manganiferous Quartzite),21.9,9.28,39.89,0.3059,3.28,85.6,2.124,2.013,True
DH-02-161,MOIL-GM-02,-833.07,-1041.2,21.381847,78.973412,305.8,34.5,42.8,38.65,267.15,8.3,High-Grade Braunite Ore,32.63,7.6,16.43,0.0696,3.75,99.0,2.022,1.317,True
DH-02-161,MOIL-GM-02,-833.07,-1041.2,21.381847,78.973412,305.8,42.8,50.7,46.75,259.05,7.9,High-Grade Braunite Ore,27.18,5.03,21.08,0.1888,3.85,83.6,1.743,1.572,True
DH-02-161,MOIL-GM-02,-833.07,-1041.2,21.381847,78.973412,305.8,51.3,64.1,57.7,248.1,12.8,High-Grade Braunite Ore,39.93,6.9,10.04,0.0988,3.91,90.7,2.104,1.258,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,0.0,8.9,4.45,303.58,8.9,Phyllite & Weathered Overburden,4.21,8.67,56.16,0.0789,2.76,99.0,2.244,2.48,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,8.9,44.5,26.7,281.33,35.6,Phyllite & Weathered Overburden,3.36,7.74,66.77,0.0671,2.67,99.0,2.302,2.6,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,44.5,61.4,52.95,255.08,16.9,Quartz-Muscovite Schist,9.23,6.21,62.53,0.14,2.89,87.1,1.927,2.6,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,61.4,77.4,69.4,238.63,16.0,Calc-Silicate Granulite,1.95,9.09,64.92,0.1359,2.9,98.0,2.233,2.6,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,77.4,94.0,85.7,222.33,16.6,Quartz-Muscovite Schist,5.27,9.49,65.37,0.0834,2.88,83.6,2.217,2.6,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,94.6,96.4,95.5,212.53,1.8,Calc-Silicate Granulite,11.46,7.49,69.29,0.1379,2.79,92.7,2.261,2.6,True
DH-02-162,MOIL-GM-02,1156.04,-359.83,21.387968,78.992724,308.03,96.4,110.2,103.3,204.73,13.8,Quartz-Muscovite Schist,4.16,9.12,70.33,0.1372,3.02,91.8,2.42,2.6,True
DH-02-163,MOIL-GM-02,-95.22,159.52,21.392633,78.980576,302.47,0.0,1.6,0.8,301.67,1.6,Phyllite & Weathered Overburden,2.6,5.66,51.15,0.1094,2.61,94.6,2.043,2.329,True
DH-02-163,MOIL-GM-02,-95.22,159.52,21.392633,78.980576,302.47,1.6,19.4,10.5,291.97,17.8,Banded Hematite-Manganese Quartzite,30.25,11.69,32.16,0.2181,3.63,93.3,2.736,1.756,True
DH-02-163,MOIL-GM-02,-95.22,159.52,21.392633,78.980576,302.47,19.4,42.5,30.95,271.52,23.1,High-Grade Braunite Ore,41.91,5.16,17.15,0.1319,3.97,90.5,1.74,1.254,True
DH-02-163,MOIL-GM-02,-95.22,159.52,21.392633,78.980576,302.47,42.5,49.7,46.1,256.37,7.2,Medium-Grade Pyrolusite Bed,34.58,8.1,10.58,0.1642,3.84,93.4,2.177,1.152,True
DH-02-163,MOIL-GM-02,-95.22,159.52,21.392633,78.980576,302.47,49.7,71.8,60.75,241.72,22.1,High-Grade Braunite Ore,30.97,9.33,21.56,0.131,4.22,87.9,2.371,1.486,True
DH-02-163,MOIL-GM-02,-95.22,159.52,21.392633,78.980576,302.47,71.8,101.6,86.7,215.77,29.8,Banded Hematite-Manganese Quartzite,20.03,11.53,36.65,0.1962,3.44,91.1,2.748,2.103,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,0.0,5.3,2.65,326.78,5.3,Phyllite & Weathered Overburden,8.93,6.91,65.12,0.1243,2.54,92.8,1.989,2.6,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,5.3,41.4,23.35,306.08,36.1,Phyllite & Weathered Overburden,4.05,9.59,59.76,0.063,2.41,83.1,2.618,2.6,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,41.4,43.7,42.55,286.88,2.3,Quartz-Muscovite Schist,11.25,6.7,66.58,0.1071,2.95,95.9,1.958,2.6,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,43.7,61.9,52.8,276.63,18.2,Quartz-Muscovite Schist,6.2,8.96,67.06,0.0875,2.78,99.0,2.397,2.6,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,61.9,92.1,77.0,252.43,30.2,Calc-Silicate Granulite,4.75,9.3,65.14,0.1782,2.96,96.5,2.308,2.6,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,92.1,96.2,94.15,235.28,4.1,Quartz-Muscovite Schist,1.73,7.27,58.09,0.104,2.98,91.2,2.051,2.595,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,96.2,108.7,102.45,226.98,12.5,Calc-Silicate Granulite,8.46,7.7,55.55,0.0922,2.98,88.4,2.051,2.6,True
DH-02-164,MOIL-GM-02,-947.42,645.48,21.396998,78.972302,329.43,108.7,131.6,120.15,209.28,22.9,Calc-Silicate Granulite,6.6,3.6,68.55,0.1433,3.03,92.8,1.659,2.6,True
DH-02-165,MOIL-GM-02,130.83,240.52,21.393361,78.98277,343.85,0.0,24.1,12.05,331.8,24.1,Banded Hematite-Manganese Quartzite,24.96,15.35,40.77,0.2689,3.66,86.1,3.039,2.047,True
DH-02-165,MOIL-GM-02,130.83,240.52,21.393361,78.98277,343.85,24.1,39.3,31.7,312.15,15.2,High-Grade Braunite Ore,37.83,8.2,19.4,0.1083,4.03,91.9,2.398,1.498,True
DH-02-165,MOIL-GM-02,130.83,240.52,21.393361,78.98277,343.85,39.3,46.2,42.75,301.1,6.9,Medium-Grade Pyrolusite Bed,35.57,5.1,20.94,0.2197,3.82,95.6,1.76,1.582,True
DH-02-165,MOIL-GM-02,130.83,240.52,21.393361,78.98277,343.85,46.2,68.6,57.4,286.45,22.4,Medium-Grade Pyrolusite Bed,35.78,6.64,11.22,0.139,4.15,85.7,1.89,1.116,True
DH-02-165,MOIL-GM-02,130.83,240.52,21.393361,78.98277,343.85,68.6,76.5,72.55,271.3,7.9,Medium-Grade Pyrolusite Bed,41.89,7.79,20.02,0.1493,3.72,99.0,1.862,1.257,True
DH-02-165,MOIL-GM-02,130.83,240.52,21.393361,78.98277,343.85,76.5,120.6,98.55,245.3,44.1,Banded Hematite-Manganese Quartzite,24.53,12.71,32.9,0.2537,3.33,91.7,2.864,1.853,True
DH-02-166,MOIL-GM-02,-364.63,-368.4,21.387891,78.97796,324.78,0.0,51.5,25.75,299.03,51.5,Medium-Grade Pyrolusite Bed,39.09,5.87,13.28,0.1084,4.1,89.7,1.896,1.447,True
DH-02-166,MOIL-GM-02,-364.63,-368.4,21.387891,78.97796,324.78,51.5,140.7,96.1,228.68,89.2,Gondite (Manganiferous Quartzite),26.76,9.64,46.45,0.1729,3.28,86.7,2.424,2.142,True
DH-02-166,MOIL-GM-02,-364.63,-368.4,21.387891,78.97796,324.78,141.4,149.4,145.4,179.38,8.0,Quartz-Muscovite Schist,10.08,8.33,55.77,0.0819,3.04,82.2,2.095,2.42,True
DH-02-166,MOIL-GM-02,-364.63,-368.4,21.387891,78.97796,324.78,149.4,156.8,153.1,171.68,7.4,Quartz-Muscovite Schist,7.67,5.23,62.18,0.145,2.67,93.9,1.85,2.6,True
DH-02-167,MOIL-GM-02,-686.27,-161.16,21.389752,78.974837,304.88,0.0,31.2,15.6,289.28,31.2,Phyllite & Weathered Overburden,5.31,10.62,61.94,0.0727,2.42,91.1,2.4,2.6,True
DH-02-167,MOIL-GM-02,-686.27,-161.16,21.389752,78.974837,304.88,31.2,32.6,31.9,272.98,1.4,Gondite (Manganiferous Quartzite),26.64,9.05,39.72,0.2744,3.67,89.3,2.182,2.073,True
DH-02-167,MOIL-GM-02,-686.27,-161.16,21.389752,78.974837,304.88,32.6,71.2,51.9,252.98,38.6,Gondite (Manganiferous Quartzite),30.01,10.72,36.57,0.2126,3.29,94.8,2.652,2.097,True
DH-02-167,MOIL-GM-02,-686.27,-161.16,21.389752,78.974837,304.88,71.2,104.3,87.75,217.13,33.1,Quartz-Muscovite Schist,10.43,6.57,65.82,0.1541,2.85,93.6,1.997,2.6,True
DH-02-167,MOIL-GM-02,-686.27,-161.16,21.389752,78.974837,304.88,104.3,109.0,106.65,198.23,4.7,Quartz-Muscovite Schist,3.45,9.75,58.89,0.135,2.66,89.9,2.587,2.6,True
DH-02-167,MOIL-GM-02,-686.27,-161.16,21.389752,78.974837,304.88,109.0,110.3,109.65,195.23,1.3,Quartz-Muscovite Schist,4.86,3.26,57.94,0.0523,2.73,89.0,1.625,2.471,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,0.0,19.5,9.75,288.51,19.5,Phyllite & Weathered Overburden,7.29,9.24,60.84,0.0711,2.59,92.5,2.292,2.6,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,19.5,22.3,20.9,277.36,2.8,Calc-Silicate Granulite,3.28,7.57,63.47,0.1524,2.75,94.5,2.261,2.6,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,22.3,41.6,31.95,266.31,19.3,Calc-Silicate Granulite,6.25,9.17,59.27,0.1591,2.89,85.5,2.055,2.6,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,41.6,44.0,42.8,255.46,2.4,Gondite (Manganiferous Quartzite),23.18,8.96,34.58,0.1346,3.25,91.0,2.065,1.815,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,44.0,45.7,44.85,253.41,1.7,Gondite (Manganiferous Quartzite),24.89,13.63,30.98,0.3084,3.49,97.4,3.004,1.742,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,45.7,72.8,59.25,239.01,27.1,Banded Hematite-Manganese Quartzite,26.76,8.06,35.93,0.1586,3.55,92.2,2.203,1.966,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,72.8,89.7,81.25,217.01,16.9,Quartz-Muscovite Schist,11.27,9.23,67.29,0.0885,2.87,84.6,2.556,2.6,True
DH-02-168,MOIL-GM-02,-674.45,186.63,21.392877,78.974952,298.26,89.7,97.8,93.75,204.51,8.1,Quartz-Muscovite Schist,10.23,9.27,59.12,0.0523,2.99,91.6,2.422,2.476,True
DH-02-169,MOIL-GM-02,1166.3,-958.34,21.382591,78.992823,316.18,0.0,11.9,5.95,310.23,11.9,Phyllite & Weathered Overburden,3.96,11.52,60.72,0.0689,2.66,97.5,2.59,2.6,True
DH-02-169,MOIL-GM-02,1166.3,-958.34,21.382591,78.992823,316.18,11.9,26.7,19.3,296.88,14.8,Phyllite & Weathered Overburden,7.81,6.08,63.92,0.0994,2.49,93.9,1.984,2.6,True
DH-02-169,MOIL-GM-02,1166.3,-958.34,21.382591,78.992823,316.18,26.7,32.9,29.8,286.38,6.2,Calc-Silicate Granulite,5.89,4.84,51.56,0.1205,3.01,96.0,2.017,2.258,True
DH-02-169,MOIL-GM-02,1166.3,-958.34,21.382591,78.992823,316.18,32.9,46.6,39.75,276.43,13.7,Quartz-Muscovite Schist,11.4,8.06,65.17,0.1759,2.97,91.9,2.151,2.6,True
DH-02-169,MOIL-GM-02,1166.3,-958.34,21.382591,78.992823,316.18,47.0,83.8,65.4,250.78,36.8,Calc-Silicate Granulite,6.32,7.88,71.95,0.0921,2.86,96.3,2.265,2.6,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,0.0,4.4,2.2,317.22,4.4,Phyllite & Weathered Overburden,4.63,5.99,61.31,0.134,2.67,89.8,1.966,2.579,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,4.4,40.2,22.3,297.12,35.8,Phyllite & Weathered Overburden,7.87,8.89,60.87,0.1469,2.43,90.4,2.355,2.6,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,40.2,63.0,51.6,267.82,22.8,Quartz-Muscovite Schist,6.82,7.16,65.58,0.1583,2.7,81.0,2.082,2.6,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,63.0,66.1,64.55,254.87,3.1,Quartz-Muscovite Schist,11.42,6.84,70.97,0.0734,2.94,97.0,1.841,2.6,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,66.1,77.9,72.0,247.42,11.8,Quartz-Muscovite Schist,7.43,9.03,68.08,0.0659,2.99,91.0,2.1,2.6,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,77.9,90.0,83.95,235.47,12.1,Quartz-Muscovite Schist,4.27,3.03,60.9,0.063,2.95,83.5,1.736,2.597,True
DH-02-170,MOIL-GM-02,-937.77,1077.45,21.400879,78.972395,319.42,90.0,105.3,97.65,221.77,15.3,Calc-Silicate Granulite,4.51,8.47,53.33,0.1341,3.02,90.5,2.408,2.481,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,0.0,39.5,19.75,307.23,39.5,Phyllite & Weathered Overburden,7.68,10.31,51.11,0.0566,2.68,91.2,2.42,2.388,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,39.5,41.2,40.35,286.63,1.7,Banded Hematite-Manganese Quartzite,22.14,8.44,41.18,0.2983,3.55,89.3,2.29,2.101,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,41.2,59.0,50.1,276.88,17.8,Banded Hematite-Manganese Quartzite,30.07,10.46,34.16,0.2599,3.36,98.6,2.683,1.922,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,59.0,64.7,61.85,265.13,5.7,Gondite (Manganiferous Quartzite),23.96,10.22,35.67,0.21,3.52,94.2,2.417,1.899,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,65.0,106.2,85.6,241.38,41.2,Calc-Silicate Granulite,10.49,7.86,66.9,0.1587,2.7,98.6,2.064,2.6,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,106.2,118.3,112.25,214.73,12.1,Quartz-Muscovite Schist,10.81,3.17,58.42,0.1184,2.92,92.1,1.448,2.484,True
DH-02-171,MOIL-GM-02,946.89,516.25,21.395838,78.990693,326.98,118.3,123.0,120.65,206.33,4.7,Quartz-Muscovite Schist,9.5,6.01,51.2,0.0719,2.83,97.9,1.591,2.318,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,0.0,1.6,0.8,339.89,1.6,Phyllite & Weathered Overburden,3.63,11.34,45.85,0.0642,2.52,89.2,2.717,2.438,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,1.6,10.7,6.15,334.54,9.1,Phyllite & Weathered Overburden,3.66,8.52,51.24,0.1442,2.59,91.3,2.195,2.371,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,10.7,24.8,17.75,322.94,14.1,Phyllite & Weathered Overburden,4.3,9.57,51.43,0.1028,2.71,89.8,2.376,2.394,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,24.8,26.2,25.5,315.19,1.4,Gondite (Manganiferous Quartzite),29.72,8.72,28.03,0.2191,3.26,89.9,1.984,1.607,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,26.2,42.3,34.25,306.44,16.1,Gondite (Manganiferous Quartzite),30.34,15.97,33.63,0.2398,3.67,85.3,3.25,1.79,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,42.3,50.7,46.5,294.19,8.4,Gondite (Manganiferous Quartzite),18.99,13.56,30.81,0.1823,3.27,97.6,2.833,1.778,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,50.7,61.4,56.05,284.64,10.7,Gondite (Manganiferous Quartzite),25.4,11.28,29.43,0.269,3.27,88.7,2.657,1.683,True
DH-02-172,MOIL-GM-02,92.39,940.33,21.399647,78.982397,340.69,61.4,73.7,67.55,273.14,12.3,Gondite (Manganiferous Quartzite),23.84,13.67,39.34,0.2489,3.59,86.1,2.759,1.923,True
DH-02-173,MOIL-GM-02,-148.81,-462.09,21.387049,78.980055,344.25,0.0,8.5,4.25,340.0,8.5,Phyllite & Weathered Overburden,7.01,5.26,54.87,0.123,2.63,92.1,1.765,2.443,True
DH-02-173,MOIL-GM-02,-148.81,-462.09,21.387049,78.980055,344.25,8.5,22.6,15.55,328.7,14.1,Banded Hematite-Manganese Quartzite,28.62,14.95,39.71,0.2095,3.56,93.6,3.171,2.095,True
DH-02-173,MOIL-GM-02,-148.81,-462.09,21.387049,78.980055,344.25,22.6,123.8,73.2,271.05,101.2,High-Grade Braunite Ore,41.22,9.32,11.81,0.0629,4.26,86.6,2.376,1.2,True
DH-02-173,MOIL-GM-02,-148.81,-462.09,21.387049,78.980055,344.25,124.6,139.5,132.05,212.2,14.9,Calc-Silicate Granulite,4.71,9.83,65.5,0.1426,2.69,86.1,2.565,2.6,True
DH-02-174,MOIL-GM-02,-184.71,831.06,21.398666,78.979707,328.51,0.0,17.3,8.65,319.86,17.3,Phyllite & Weathered Overburden,3.24,7.55,53.59,0.1492,2.8,89.1,2.247,2.465,True
DH-02-174,MOIL-GM-02,-184.71,831.06,21.398666,78.979707,328.51,17.3,29.4,23.35,305.16,12.1,Calc-Silicate Granulite,1.82,3.74,71.24,0.1723,2.73,99.0,1.594,2.6,True
DH-02-174,MOIL-GM-02,-184.71,831.06,21.398666,78.979707,328.51,29.4,51.6,40.5,288.01,22.2,Banded Hematite-Manganese Quartzite,27.84,10.48,46.21,0.2513,3.44,94.6,2.601,2.278,True
DH-02-174,MOIL-GM-02,-184.71,831.06,21.398666,78.979707,328.51,51.6,61.4,56.5,272.01,9.8,Banded Hematite-Manganese Quartzite,22.42,15.49,28.79,0.1284,3.45,92.3,3.228,1.79,True
DH-02-174,MOIL-GM-02,-184.71,831.06,21.398666,78.979707,328.51,62.3,113.9,88.1,240.41,51.6,Calc-Silicate Granulite,7.68,8.45,52.05,0.0724,2.65,93.1,2.38,2.48,True
DH-02-174,MOIL-GM-02,-184.71,831.06,21.398666,78.979707,328.51,113.9,130.6,122.25,206.26,16.7,Quartz-Muscovite Schist,11.81,3.44,69.87,0.1558,2.78,92.4,1.687,2.6,True
DH-02-175,MOIL-GM-02,-343.69,701.32,21.3975,78.978163,332.91,0.0,72.0,36.0,296.91,72.0,Phyllite & Weathered Overburden,6.21,10.5,61.71,0.1172,2.69,78.9,2.357,2.515,True
DH-02-175,MOIL-GM-02,-343.69,701.32,21.3975,78.978163,332.91,72.0,87.8,79.9,253.01,15.8,Quartz-Muscovite Schist,1.85,4.69,53.4,0.1652,2.76,91.6,1.631,2.418,True
DH-02-175,MOIL-GM-02,-343.69,701.32,21.3975,78.978163,332.91,87.8,106.2,97.0,235.91,18.4,Quartz-Muscovite Schist,7.8,5.45,59.77,0.0584,2.97,84.1,1.964,2.584,True
DH-02-175,MOIL-GM-02,-343.69,701.32,21.3975,78.978163,332.91,106.2,148.5,127.35,205.56,42.3,Quartz-Muscovite Schist,7.39,8.73,65.22,0.1362,2.86,87.6,2.26,2.6,True
DH-02-175,MOIL-GM-02,-343.69,701.32,21.3975,78.978163,332.91,148.5,150.2,149.35,183.56,1.7,Calc-Silicate Granulite,5.86,9.0,65.88,0.1649,2.9,89.0,2.437,2.6,True
DH-02-176,MOIL-GM-02,-617.07,562.52,21.396253,78.975509,329.31,0.4,1.8,1.1,328.21,1.4,Phyllite & Weathered Overburden,5.26,6.67,60.87,0.1022,2.43,94.7,1.979,2.528,True
DH-02-176,MOIL-GM-02,-617.07,562.52,21.396253,78.975509,329.31,1.8,25.2,13.5,315.81,23.4,Phyllite & Weathered Overburden,4.91,5.65,56.14,0.05,2.45,90.0,1.821,2.56,True
DH-02-176,MOIL-GM-02,-617.07,562.52,21.396253,78.975509,329.31,25.2,74.0,49.6,279.71,48.8,Quartz-Muscovite Schist,10.18,5.34,55.99,0.1214,2.94,93.5,1.883,2.475,True
DH-02-176,MOIL-GM-02,-617.07,562.52,21.396253,78.975509,329.31,74.0,83.2,78.6,250.71,9.2,Quartz-Muscovite Schist,11.52,6.58,70.1,0.1758,2.99,88.9,2.064,2.6,True
DH-02-176,MOIL-GM-02,-617.07,562.52,21.396253,78.975509,329.31,83.2,85.0,84.1,245.21,1.8,Quartz-Muscovite Schist,6.26,9.14,52.2,0.0835,2.95,99.0,2.301,2.328,True
